"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95","season","modelorder"
"SGroup-RandomForest","Vermont",0.67,0.9,1.02,1,0.51,0.8,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Virginia",0.32,0.89,0.44,1,0.53,0.85,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Washington",0.49,0.8,0.63,1,0.53,0.8,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","West Virginia",0.57,0.88,0.76,1,0.46,0.69,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Wisconsin",0.68,0.87,0.96,1,0.5,0.79,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Wyoming",0.55,0.99,0.85,0,0.52,0.81,"2022-2023","SGroup-RandomForest 2022-2023"
"SigSci-CREG","Alabama",0.35,0.98,0.47,1,0.25,0.604166666666667,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Alaska",0.73,1.11,0.93,0,0.384615384615385,0.576923076923077,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Arizona",0.74,1.23,0.85,0,0.304347826086957,0.532608695652174,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Arkansas",0.55,1.09,0.65,0,0.4,0.48,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","California",0.78,1.23,1.03,0,0,0.513888888888889,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Colorado",0.83,1.35,1.02,0,0.0869565217391304,0.369565217391304,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Connecticut",0.78,1.19,0.95,0,0.206521739130435,0.489130434782609,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Delaware",0.78,1.31,1.06,0,0.38,0.57,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Florida",0.39,1.31,0.53,0,0.25,0.705882352941177,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Georgia",0.25,1.11,0.34,0,0.29,0.71,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Hawaii",0.47,0.92,0.64,1,0.451923076923077,0.788461538461538,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Idaho",0.86,1.06,1,0,0.49,0.57,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Illinois",0.75,1.08,0.84,0,0.31,0.48,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Indiana",0.68,1.18,0.8,0,0.270833333333333,0.46875,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Iowa",0.93,1.36,1.2,0,0.05,0.4,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Kansas",0.77,1.17,0.92,0,0.33,0.47,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Kentucky",0.79,1.06,0.89,0,0.38,0.53,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Louisiana",0.28,0.76,0.37,1,0.36,0.65,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Maine",0.98,1.24,1.22,0,0.36,0.53,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Maryland",0.52,1.02,0.63,0,0.288461538461538,0.548076923076923,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Massachusetts",0.76,1.05,0.93,0,0.25,0.522727272727273,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Michigan",0.68,1,0.84,1,0.2125,0.4875,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Minnesota",0.85,1.19,0.95,0,0.43,0.53,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Mississippi",0.34,0.92,0.41,1,0.41,0.61,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Missouri",0.76,1.17,0.85,0,0.270833333333333,0.458333333333333,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Montana",0.86,1.38,1.1,0,0.278846153846154,0.490384615384615,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Nebraska",0.74,1.19,0.88,0,0.298076923076923,0.471153846153846,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Nevada",0.94,1.19,1.04,0,0.458333333333333,0.552083333333333,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","New Hampshire",0.97,1.29,1.21,0,0.336538461538462,0.576923076923077,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","New Jersey",0.48,0.79,0.56,1,0.488636363636364,0.613636363636364,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","New Mexico",0.86,1.36,1.11,0,0.15,0.48,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","New York",0.6,0.99,0.69,1,0.369047619047619,0.511904761904762,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","North Carolina",0.6,1.09,0.73,0,0.364583333333333,0.552083333333333,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","North Dakota",0.73,1.28,0.97,0,0.25,0.59,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Ohio",0.57,0.91,0.66,1,0.369047619047619,0.571428571428571,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Oklahoma",0.77,1.24,0.92,0,0.134615384615385,0.394230769230769,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Oregon",1,1.17,1.14,0,0.385416666666667,0.479166666666667,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Pennsylvania",0.54,1.2,0.65,0,0.21875,0.364583333333333,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Rhode Island",0.72,1.15,0.94,0,0.423076923076923,0.625,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","South Carolina",0.32,0.97,0.39,1,0.442307692307692,0.596153846153846,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","South Dakota",0.61,1.22,0.77,0,0.298076923076923,0.596153846153846,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Tennessee",0.47,1.02,0.55,1,0.31,0.48,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Texas",0.48,1.22,0.57,0,0.184782608695652,0.478260869565217,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Utah",0.63,1.17,0.81,0,0.509615384615385,0.644230769230769,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Vermont",0.86,1.17,1.18,0,0.432692307692308,0.682692307692308,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Virginia",0.42,1.17,0.47,0,0.41,0.57,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Washington",0.84,1.37,1.02,0,0.13,0.44,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","West Virginia",0.69,1.04,0.83,0,0.34,0.55,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Wisconsin",0.89,1.19,1.06,0,0.239583333333333,0.427083333333333,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-CREG","Wyoming",0.73,1.3,0.95,0,0.423076923076923,0.576923076923077,"2022-2023","SigSci-CREG 2022-2023"
"SigSci-TSENS","Alabama",0.41,1.05,0.52,0,0.541666666666667,0.90625,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Alaska",0.77,1.13,0.98,0,0.532608695652174,0.641304347826087,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Arizona",0.7,1.13,1.13,0,0.480769230769231,0.826923076923077,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Arkansas",0.58,1.15,0.6,0,0.471153846153846,0.615384615384615,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","California",0.79,1.08,0.9,0,0.521739130434783,0.793478260869565,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Colorado",0.69,1.11,0.96,0,0.5,0.653846153846154,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Connecticut",0.79,1.19,1.13,0,0.51,0.6,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Delaware",0.66,1.1,0.96,0,0.490384615384615,0.701923076923077,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Florida",0.27,0.89,0.34,1,0.528846153846154,0.817307692307692,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Georgia",0.2,0.9,0.28,1,0.567307692307692,0.932692307692308,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Hawaii",0.51,1.01,0.67,0,0.403846153846154,0.711538461538462,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Idaho",0.9,1.08,1.1,0,0.53125,0.604166666666667,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Illinois",0.87,1.23,1.44,0,0.48,0.66,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Indiana",0.6,1.04,0.85,0,0.52,0.85,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Iowa",0.78,1.12,0.94,0,0.47,0.66,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Kansas",0.75,1.14,1.06,0,0.490384615384615,0.567307692307692,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Kentucky",0.85,1.14,1.16,0,0.57,0.67,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Louisiana",0.44,1.18,0.5,0,0.384615384615385,0.586538461538462,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Maine",0.84,1.08,1.18,0,0.548076923076923,0.634615384615385,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Maryland",0.59,1.19,0.77,0,0.432692307692308,0.605769230769231,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Massachusetts",0.77,1.02,1.01,0,0.520833333333333,0.71875,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Michigan",0.82,1.18,1.18,0,0.5,0.597826086956522,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Minnesota",0.76,1.06,1.04,0,0.572916666666667,0.6875,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Mississippi",0.49,1.31,0.65,0,0.490384615384615,0.663461538461538,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Missouri",0.83,1.26,1.19,0,0.572916666666667,0.65625,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Montana",0.68,1.1,0.88,0,0.5,0.644230769230769,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Nebraska",0.71,1.15,0.94,0,0.384615384615385,0.557692307692308,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Nevada",0.89,1.13,1.29,0,0.490384615384615,0.605769230769231,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","New Hampshire",0.81,1.08,1.2,0,0.480769230769231,0.663461538461538,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","New Jersey",0.63,1.03,0.79,0,0.55,0.82,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","New Mexico",0.75,1.18,1.16,0,0.519230769230769,0.548076923076923,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","New York",0.74,1.12,0.83,0,0.534090909090909,0.579545454545455,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","North Carolina",0.59,1.13,0.66,0,0.480769230769231,0.615384615384615,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","North Dakota",0.58,0.97,0.89,1,0.403846153846154,0.692307692307692,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Ohio",0.79,1.22,1.08,0,0.49,0.59,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Oklahoma",0.62,1,0.81,0,0.61,0.82,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Oregon",1.01,1.09,1.47,0,0.636363636363636,0.693181818181818,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Pennsylvania",0.46,1.01,0.55,0,0.49,0.76,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Rhode Island",0.65,1.04,0.86,0,0.46,0.59,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","South Carolina",0.43,1.31,0.52,0,0.490384615384615,0.701923076923077,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","South Dakota",0.54,1.1,0.68,0,0.442307692307692,0.663461538461538,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Tennessee",0.5,1.06,0.59,0,0.461538461538462,0.826923076923077,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Texas",0.35,0.9,0.4,1,0.490384615384615,0.740384615384615,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Utah",0.61,1.13,0.81,0,0.471153846153846,0.605769230769231,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Vermont",0.75,1.02,1.01,0,0.58,0.68,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Virginia",0.37,1.03,0.45,0,0.528846153846154,0.846153846153846,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Washington",0.77,1.25,0.83,0,0.625,0.715909090909091,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","West Virginia",0.72,1.1,0.79,0,0.509615384615385,0.576923076923077,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Wisconsin",0.86,1.1,1.32,0,0.46,0.66,"2022-2023","SigSci-TSENS 2022-2023"
"SigSci-TSENS","Wyoming",0.64,1.15,0.92,0,0.461538461538462,0.663461538461538,"2022-2023","SigSci-TSENS 2022-2023"
"UGA_flucast-OKeeffe","Alabama",0.51,1.32,0.66,0,0.39,0.61,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Alaska",0.59,0.9,0.95,1,0.43,0.78,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Arizona",0.7,1.11,0.89,0,0.41,0.59,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Arkansas",0.59,1.16,0.77,0,0.37,0.61,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","California",0.7,0.97,0.84,1,0.36,0.52,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Colorado",0.64,1.04,0.9,0,0.42,0.6,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Connecticut",0.57,0.85,0.72,1,0.45,0.67,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Delaware",0.75,1.25,1.2,0,0.46,0.74,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","District of Columbia",0.68,1.36,0.98,0,0.44,0.72,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Florida",0.38,1.23,0.45,0,0.4,0.69,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Georgia",0.43,2.01,0.53,0,0.36,0.69,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Hawaii",0.65,1.32,0.9,0,0.51,0.82,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Idaho",0.73,0.87,0.98,1,0.39,0.67,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Illinois",0.64,0.93,0.74,1,0.38,0.63,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Indiana",0.52,0.89,0.64,1,0.38,0.61,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Iowa",0.6,0.85,0.8,1,0.43,0.68,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Kansas",0.56,0.85,0.84,1,0.49,0.7,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Kentucky",0.7,0.95,0.94,1,0.36,0.61,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Louisiana",0.49,1.31,0.63,0,0.36,0.67,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Maine",0.67,0.85,1.06,1,0.46,0.77,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Maryland",0.53,1.06,0.7,0,0.35,0.58,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Massachusetts",0.67,0.91,0.81,1,0.37,0.67,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Michigan",0.6,0.86,0.78,1,0.39,0.67,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Minnesota",0.69,0.93,0.87,1,0.41,0.62,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Mississippi",0.45,1.23,0.59,0,0.43,0.66,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Missouri",0.6,0.91,0.77,1,0.37,0.63,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Montana",0.59,0.94,0.85,1,0.54,0.8,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Nebraska",0.67,1.05,0.9,0,0.42,0.7,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Nevada",0.84,1.06,1.15,0,0.38,0.64,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","New Hampshire",0.66,0.86,1.01,1,0.61,0.75,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","New Jersey",0.66,1.06,0.85,0,0.28,0.47,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","New Mexico",0.61,0.96,0.87,1,0.37,0.68,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","New York",0.61,0.92,0.74,1,0.31,0.52,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","North Carolina",0.65,1.23,0.85,0,0.3,0.6,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","North Dakota",0.61,0.99,0.97,0,0.56,0.86,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Ohio",0.65,0.99,0.74,0,0.37,0.53,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Oklahoma",0.57,0.93,0.75,1,0.37,0.67,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Oregon",0.8,0.93,1.16,1,0.36,0.62,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Pennsylvania",0.68,1.5,0.81,0,0.26,0.41,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Rhode Island",0.61,0.99,0.91,1,0.49,0.82,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","South Carolina",0.44,1.36,0.62,0,0.34,0.74,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","South Dakota",0.59,1.2,0.87,0,0.45,0.72,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Tennessee",0.58,1.23,0.72,0,0.32,0.57,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Texas",0.39,1,0.48,1,0.3,0.66,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Utah",0.65,1.19,0.92,0,0.44,0.77,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Vermont",0.69,0.93,0.97,1,0.5,0.73,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Virginia",0.49,1.41,0.63,0,0.41,0.6,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Washington",0.47,0.76,0.67,1,0.38,0.79,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","West Virginia",0.69,1.09,0.92,0,0.35,0.63,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Wisconsin",0.59,0.77,0.76,1,0.54,0.76,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UGA_flucast-OKeeffe","Wyoming",0.52,0.93,0.79,1,0.57,0.81,"2022-2023","UGA_flucast-OKeeffe 2022-2023"
"UMass-trends_ensemble","Alabama",0.36,0.93,0.46,1,0.721153846153846,0.884615384615385,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Alaska",0.54,0.83,0.9,1,0.625,0.971153846153846,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Arizona",0.52,0.82,0.64,1,0.528846153846154,0.778846153846154,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Arkansas",0.41,0.82,0.58,1,0.625,0.903846153846154,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","California",0.54,0.75,0.68,1,0.548076923076923,0.759615384615385,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Colorado",0.51,0.81,0.72,1,0.644230769230769,0.855769230769231,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Connecticut",0.51,0.76,0.75,1,0.5,0.894230769230769,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Delaware",0.67,1.07,0.98,0,0.596153846153846,0.846153846153846,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","District of Columbia",0.46,0.92,0.66,1,0.730769230769231,0.951923076923077,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Florida",0.26,0.85,0.33,1,0.576923076923077,0.846153846153846,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Georgia",0.24,1.11,0.27,0,0.759615384615385,1,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Hawaii",0.49,0.97,0.7,1,0.721153846153846,0.980769230769231,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Idaho",0.63,0.76,0.89,1,0.634615384615385,0.836538461538462,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Illinois",0.53,0.76,0.7,1,0.519230769230769,0.788461538461538,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Indiana",0.45,0.79,0.59,1,0.528846153846154,0.855769230769231,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Iowa",0.57,0.82,0.83,1,0.615384615384615,0.875,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Kansas",0.52,0.79,0.76,1,0.586538461538462,0.865384615384615,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Kentucky",0.57,0.76,0.77,1,0.538461538461538,0.817307692307692,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Louisiana",0.34,0.9,0.43,1,0.701923076923077,0.980769230769231,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Maine",0.7,0.87,1.04,1,0.576923076923077,0.798076923076923,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Maryland",0.41,0.82,0.57,1,0.596153846153846,0.932692307692308,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Massachusetts",0.61,0.82,0.75,1,0.605769230769231,0.740384615384615,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Michigan",0.55,0.78,0.71,1,0.538461538461538,0.759615384615385,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Minnesota",0.56,0.77,0.77,1,0.586538461538462,0.846153846153846,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Mississippi",0.34,0.91,0.46,1,0.692307692307692,0.951923076923077,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Missouri",0.53,0.81,0.7,1,0.423076923076923,0.769230769230769,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Montana",0.57,0.9,0.83,1,0.605769230769231,0.846153846153846,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Nebraska",0.47,0.75,0.76,1,0.682692307692308,1,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Nevada",0.64,0.8,0.98,1,0.519230769230769,0.903846153846154,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","New Hampshire",0.66,0.85,1.02,1,0.548076923076923,0.826923076923077,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","New Jersey",0.48,0.78,0.68,1,0.519230769230769,0.865384615384615,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","New Mexico",0.47,0.75,0.71,1,0.644230769230769,0.903846153846154,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","New York",0.5,0.76,0.63,1,0.471153846153846,0.711538461538462,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","North Carolina",0.44,0.84,0.63,1,0.519230769230769,0.855769230769231,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","North Dakota",0.56,0.93,0.92,1,0.605769230769231,0.894230769230769,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Ohio",0.48,0.73,0.56,1,0.576923076923077,0.788461538461538,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Oklahoma",0.48,0.78,0.54,1,0.557692307692308,0.798076923076923,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Oregon",0.66,0.74,0.93,1,0.596153846153846,0.807692307692308,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Pennsylvania",0.44,0.99,0.58,1,0.384615384615385,0.798076923076923,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Puerto Rico",0.33,1.3,0.42,0,0.634615384615385,0.951923076923077,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","Rhode Island",0.5,0.79,0.79,1,0.653846153846154,0.951923076923077,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","South Carolina",0.34,1.06,0.42,0,0.673076923076923,0.913461538461538,"2022-2023","UMass-trends_ensemble 2022-2023"
"UMass-trends_ensemble","South Dakota",0.49,1,0.77,0,0.538461538461538,0.932692307692308,"2022-2023","UMass-trends_ensemble 2022-2023"
