"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95","season","modelorder"
"MIGHTE-Nsemble","Arizona",0.42,0.69,0.58,1,0.34,0.69,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Arkansas",0.32,0.64,0.45,1,0.45,0.73,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","California",0.52,0.74,0.75,1,0.38,0.68,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Colorado",0.38,0.64,0.59,1,0.52,0.88,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Connecticut",0.49,0.73,0.64,1,0.37,0.59,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Delaware",0.52,0.86,0.84,1,0.37,0.76,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","District of Columbia",0.39,0.83,0.56,1,0.58,0.86,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Florida",0.2,0.66,0.27,1,0.604166666666667,0.864583333333333,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Georgia",0.2,0.96,0.29,1,0.65,0.96,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Hawaii",0.43,0.83,0.63,1,0.6,0.92,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Idaho",0.58,0.71,0.82,1,0.49,0.77,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Illinois",0.46,0.66,0.63,1,0.36,0.68,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Indiana",0.38,0.64,0.54,1,0.37,0.74,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Iowa",0.43,0.61,0.6,1,0.49,0.76,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Kansas",0.41,0.63,0.6,1,0.37,0.78,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Kentucky",0.46,0.62,0.63,1,0.36,0.69,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Louisiana",0.27,0.71,0.38,1,0.46,0.77,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Maine",0.55,0.7,0.81,1,0.38,0.77,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Maryland",0.29,0.63,0.4,1,0.68,0.91,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Massachusetts",0.38,0.52,0.51,1,0.51,0.76,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Michigan",0.37,0.53,0.52,1,0.51,0.81,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Minnesota",0.53,0.79,0.78,1,0.42,0.82,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Mississippi",0.26,0.71,0.38,1,0.47,0.84,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Missouri",0.4,0.63,0.52,1,0.49,0.7,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Montana",0.43,0.69,0.68,1,0.57,0.87,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Nebraska",0.48,0.76,0.71,1,0.47,0.85,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Nevada",0.62,0.78,0.86,1,0.29,0.66,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","New Hampshire",0.55,0.71,0.78,1,0.41,0.76,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","New Jersey",0.39,0.65,0.57,1,0.43,0.79,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","New Mexico",0.49,0.78,0.73,1,0.36,0.72,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","New York",0.41,0.63,0.51,1,0.5,0.666666666666667,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","North Carolina",0.36,0.74,0.55,1,0.44,0.77,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","North Dakota",0.46,0.76,0.7,1,0.54,0.89,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Ohio",0.37,0.59,0.54,1,0.44,0.8,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Oklahoma",0.34,0.55,0.4,1,0.62,0.78,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Oregon",0.61,0.7,0.86,1,0.52,0.81,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Pennsylvania",0.33,0.75,0.49,1,0.35,0.74,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Puerto Rico",0.25,0.97,0.37,0,0.65625,0.96875,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Rhode Island",0.45,0.71,0.69,1,0.51,0.78,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","South Carolina",0.24,0.81,0.33,1,0.6,0.86,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","South Dakota",0.35,0.7,0.53,1,0.43,0.78,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Tennessee",0.3,0.65,0.41,1,0.49,0.79,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Texas",0.21,0.55,0.28,1,0.58,0.86,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Utah",0.4,0.74,0.56,1,0.63,0.98,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Vermont",0.6,0.79,0.9,1,0.43,0.71,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Virginia",0.25,0.78,0.34,1,0.55,0.8,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Washington",0.43,0.72,0.6,1,0.57,0.86,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","West Virginia",0.42,0.67,0.58,1,0.39,0.69,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Wisconsin",0.49,0.65,0.71,1,0.39,0.71,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MIGHTE-Nsemble","Wyoming",0.45,0.82,0.65,1,0.46,0.76,"2022-2023","MIGHTE-Nsemble 2022-2023"
"MOBS-GLEAM_FLUH","Alabama",0.28,0.68,0.38,1,0.528846153846154,0.769230769230769,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Alaska",0.42,0.63,0.68,1,0.384615384615385,0.817307692307692,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Arizona",0.38,0.66,0.58,1,0.25,0.625,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Arkansas",0.38,0.74,0.55,1,0.346153846153846,0.615384615384615,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","California",0.29,0.43,0.42,1,0.447916666666667,0.729166666666667,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Colorado",0.33,0.56,0.47,1,0.447916666666667,0.739583333333333,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Connecticut",0.41,0.65,0.6,1,0.28125,0.677083333333333,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Delaware",0.43,0.77,0.67,1,0.4375,0.6875,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","District of Columbia",0.45,0.91,0.67,1,0.355769230769231,0.682692307692308,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Florida",0.17,0.6,0.26,1,0.51,0.88,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Georgia",0.2,0.9,0.3,1,0.461538461538462,0.855769230769231,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Hawaii",0.38,0.75,0.57,1,0.541666666666667,0.864583333333333,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Idaho",0.49,0.69,0.68,1,0.358695652173913,0.673913043478261,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Illinois",0.39,0.56,0.58,1,0.28,0.68,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Indiana",0.32,0.56,0.44,1,0.403846153846154,0.759615384615385,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Iowa",0.5,0.73,0.69,1,0.403846153846154,0.711538461538462,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Kansas",0.34,0.56,0.52,1,0.364583333333333,0.833333333333333,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Kentucky",0.31,0.46,0.47,1,0.4,0.8,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Louisiana",0.31,0.82,0.46,1,0.336538461538462,0.769230769230769,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Maine",0.52,0.73,0.75,1,0.340909090909091,0.772727272727273,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Maryland",0.29,0.6,0.46,1,0.365384615384615,0.798076923076923,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Massachusetts",0.4,0.57,0.52,1,0.467391304347826,0.782608695652174,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Michigan",0.48,0.74,0.69,1,0.15625,0.583333333333333,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Minnesota",0.32,0.53,0.5,1,0.416666666666667,0.8125,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Mississippi",0.19,0.5,0.3,1,0.442307692307692,0.884615384615385,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Missouri",0.36,0.56,0.5,1,0.37,0.78,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Montana",0.38,0.64,0.56,1,0.445652173913043,0.793478260869565,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Nebraska",0.56,0.92,0.74,1,0.395833333333333,0.59375,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Nevada",0.41,0.52,0.59,1,0.39,0.77,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","New Hampshire",0.67,0.86,0.92,1,0.273809523809524,0.595238095238095,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","New Jersey",0.32,0.58,0.48,1,0.322916666666667,0.75,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","New Mexico",0.3,0.48,0.45,1,0.442307692307692,0.836538461538462,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","New York",0.42,0.71,0.62,1,0.166666666666667,0.65625,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","North Carolina",0.25,0.5,0.37,1,0.45,0.83,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","North Dakota",0.48,0.82,0.68,1,0.375,0.75,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Ohio",0.33,0.52,0.5,1,0.26,0.78,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Oklahoma",0.52,0.84,0.72,1,0.201923076923077,0.548076923076923,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Oregon",0.48,0.63,0.73,1,0.380434782608696,0.760869565217391,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Pennsylvania",0.39,0.88,0.56,1,0.269230769230769,0.653846153846154,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Rhode Island",0.5,0.83,0.7,1,0.397727272727273,0.727272727272727,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","South Carolina",0.24,0.75,0.37,1,0.432692307692308,0.875,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","South Dakota",0.4,0.83,0.59,1,0.38,0.73,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Tennessee",0.22,0.48,0.34,1,0.509615384615385,0.826923076923077,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Texas",0.22,0.56,0.33,1,0.384615384615385,0.855769230769231,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Utah",0.47,0.86,0.68,1,0.346153846153846,0.730769230769231,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Vermont",0.59,0.86,0.84,1,0.409090909090909,0.715909090909091,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Virginia",0.19,0.6,0.3,1,0.44,0.89,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Washington",0.36,0.67,0.49,1,0.456521739130435,0.793478260869565,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","West Virginia",0.34,0.53,0.49,1,0.326923076923077,0.778846153846154,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Wisconsin",0.46,0.65,0.67,1,0.304347826086957,0.717391304347826,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"MOBS-GLEAM_FLUH","Wyoming",0.35,0.62,0.55,1,0.596153846153846,0.865384615384615,"2022-2023","MOBS-GLEAM_FLUH 2022-2023"
"PSI-DICE","Alabama",0.31,0.82,0.44,1,0.394230769230769,0.769230769230769,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Alaska",0.48,0.73,0.72,1,0.5,0.807692307692308,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Arizona",0.45,0.69,0.64,1,0.375,0.721153846153846,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Arkansas",0.33,0.67,0.48,1,0.423076923076923,0.817307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","California",0.46,0.63,0.59,1,0.394230769230769,0.769230769230769,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Colorado",0.44,0.7,0.65,1,0.413461538461538,0.817307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Connecticut",0.42,0.63,0.64,1,0.384615384615385,0.721153846153846,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Delaware",0.56,0.92,0.86,1,0.442307692307692,0.778846153846154,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","District of Columbia",0.46,0.9,0.67,1,0.5,0.807692307692308,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Florida",0.22,0.7,0.32,1,0.538461538461538,0.788461538461538,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Georgia",0.22,1.02,0.33,0,0.423076923076923,0.855769230769231,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Hawaii",0.46,0.9,0.69,1,0.528846153846154,0.865384615384615,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Idaho",0.58,0.71,0.8,1,0.490384615384615,0.740384615384615,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Illinois",0.37,0.53,0.55,1,0.365384615384615,0.759615384615385,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Indiana",0.35,0.62,0.48,1,0.471153846153846,0.692307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Iowa",0.42,0.6,0.59,1,0.490384615384615,0.836538461538462,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Kansas",0.43,0.64,0.61,1,0.480769230769231,0.730769230769231,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Kentucky",0.43,0.57,0.54,1,0.471153846153846,0.730769230769231,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Louisiana",0.3,0.82,0.45,1,0.403846153846154,0.798076923076923,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Maine",0.6,0.76,0.9,1,0.423076923076923,0.75,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Maryland",0.35,0.71,0.49,1,0.442307692307692,0.807692307692308,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Massachusetts",0.37,0.5,0.56,1,0.432692307692308,0.836538461538462,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Michigan",0.45,0.63,0.65,1,0.413461538461538,0.740384615384615,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Minnesota",0.42,0.57,0.55,1,0.519230769230769,0.769230769230769,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Mississippi",0.28,0.76,0.42,1,0.346153846153846,0.817307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Missouri",0.35,0.53,0.5,1,0.567307692307692,0.75,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Montana",0.48,0.77,0.69,1,0.528846153846154,0.778846153846154,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Nebraska",0.46,0.73,0.68,1,0.403846153846154,0.807692307692308,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Nevada",0.55,0.69,0.75,1,0.403846153846154,0.692307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","New Hampshire",0.61,0.79,0.85,1,0.461538461538462,0.740384615384615,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","New Jersey",0.42,0.69,0.6,1,0.326923076923077,0.692307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","New Mexico",0.45,0.7,0.67,1,0.384615384615385,0.75,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","New York",0.37,0.56,0.53,1,0.346153846153846,0.721153846153846,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","North Carolina",0.39,0.73,0.55,1,0.394230769230769,0.730769230769231,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","North Dakota",0.55,0.91,0.81,1,0.442307692307692,0.778846153846154,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Ohio",0.34,0.53,0.5,1,0.461538461538462,0.75,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Oklahoma",0.39,0.64,0.47,1,0.596153846153846,0.778846153846154,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Oregon",0.6,0.67,0.86,1,0.442307692307692,0.740384615384615,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Pennsylvania",0.36,0.83,0.56,1,0.269230769230769,0.692307692307692,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Puerto Rico",0.33,1.32,0.5,0,0.432692307692308,0.759615384615385,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Rhode Island",0.49,0.78,0.77,1,0.567307692307692,0.846153846153846,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","South Carolina",0.28,0.88,0.41,1,0.451923076923077,0.778846153846154,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","South Dakota",0.47,0.96,0.66,1,0.375,0.778846153846154,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Tennessee",0.33,0.72,0.48,1,0.375,0.75,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Texas",0.23,0.57,0.29,1,0.5,0.711538461538462,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Utah",0.43,0.77,0.62,1,0.480769230769231,0.855769230769231,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Vermont",0.61,0.83,0.9,1,0.576923076923077,0.865384615384615,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Virginia",0.28,0.78,0.38,1,0.538461538461538,0.769230769230769,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Washington",0.41,0.68,0.53,1,0.471153846153846,0.759615384615385,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","West Virginia",0.45,0.7,0.63,1,0.432692307692308,0.759615384615385,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Wisconsin",0.49,0.63,0.65,1,0.471153846153846,0.769230769230769,"2022-2023","PSI-DICE 2022-2023"
"PSI-DICE","Wyoming",0.51,0.9,0.75,1,0.5,0.846153846153846,"2022-2023","PSI-DICE 2022-2023"
"SGroup-RandomForest","Alabama",0.34,0.86,0.5,1,0.46,0.88,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Alaska",0.61,0.91,0.89,1,0.57,0.74,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Arizona",0.56,0.88,0.78,1,0.39,0.73,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Arkansas",0.44,0.85,0.59,1,0.5,0.81,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","California",0.55,0.77,0.7,1,0.55,0.82,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Colorado",0.55,0.89,0.86,1,0.44,0.87,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Connecticut",0.54,0.79,0.72,1,0.46,0.78,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Delaware",0.64,1.01,0.96,0,0.5,0.79,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","District of Columbia",0.47,0.92,0.7,1,0.55,0.82,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Florida",0.25,0.8,0.34,1,0.65,0.91,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Georgia",0.24,1.1,0.36,0,0.56,0.99,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Hawaii",0.46,0.95,0.75,1,0.6,0.94,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Idaho",0.76,0.91,1.12,1,0.45,0.74,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Illinois",0.56,0.8,0.74,1,0.44,0.82,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Indiana",0.46,0.8,0.65,1,0.41,0.79,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Iowa",0.54,0.78,0.74,1,0.57,0.78,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Kansas",0.63,0.94,0.96,1,0.45,0.81,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Kentucky",0.62,0.83,0.81,1,0.42,0.72,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Louisiana",0.29,0.75,0.43,1,0.54,0.89,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Maine",0.75,0.93,1.19,1,0.38,0.74,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Maryland",0.43,0.85,0.63,1,0.46,0.87,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Massachusetts",0.55,0.75,0.77,1,0.53,0.77,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Michigan",0.55,0.78,0.76,1,0.44,0.82,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Minnesota",0.64,0.87,0.95,1,0.39,0.79,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Mississippi",0.37,0.97,0.56,1,0.36,0.84,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Missouri",0.56,0.83,0.74,1,0.47,0.73,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Montana",0.6,0.94,0.92,1,0.5,0.78,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Nebraska",0.58,0.91,0.89,1,0.39,0.82,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Nevada",0.69,0.88,1.03,1,0.52,0.74,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","New Hampshire",0.69,0.89,1.09,1,0.43,0.81,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","New Jersey",0.51,0.82,0.7,1,0.4,0.75,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","New Mexico",0.61,0.97,0.86,1,0.43,0.72,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","New York",0.51,0.78,0.7,1,0.43,0.71,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","North Carolina",0.46,0.84,0.68,1,0.38,0.86,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","North Dakota",0.6,0.96,0.92,0,0.48,0.83,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Ohio",0.49,0.75,0.69,1,0.45,0.77,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Oklahoma",0.49,0.78,0.63,1,0.58,0.77,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Oregon",0.77,0.87,1.06,1,0.55,0.72,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Pennsylvania",0.44,0.96,0.64,1,0.35,0.79,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Puerto Rico",0.27,1.11,0.42,0,0.46,1,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Rhode Island",0.52,0.82,0.85,1,0.63,0.84,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","South Carolina",0.31,0.95,0.48,1,0.46,0.92,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","South Dakota",0.43,0.89,0.62,1,0.5,0.81,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Tennessee",0.39,0.8,0.54,1,0.44,0.82,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Texas",0.33,0.81,0.45,1,0.46,0.83,"2022-2023","SGroup-RandomForest 2022-2023"
"SGroup-RandomForest","Utah",0.52,0.95,0.79,1,0.65,0.92,"2022-2023","SGroup-RandomForest 2022-2023"
